# game instances,# players,avg %error
275,70,30.33276644
280,70,30.33276644
285,70,30.33276644
290,70,48.80498866
295,70,30.33276644
300,70,30.33276644
305,70,51.85600907
310,70,30.33276644
315,70,30.33276644
320,70,30.33276644
325,70,30.33276644
330,70,30.33276644
335,70,30.33276644
340,70,30.33276644
345,70,30.33276644
350,70,30.33276644
355,70,30.33276644
360,70,30.33276644
365,70,30.33276644
370,70,30.33276644
375,70,30.33276644
380,70,30.33276644
385,70,30.33276644
390,70,30.33276644
395,70,30.33276644
400,70,30.33276644
405,70,30.33276644
410,70,30.33276644
415,70,30.33276644
420,70,30.33276644
425,70,30.33276644
430,70,30.33276644
435,70,30.33276644
440,70,30.33276644
445,70,30.33276644
450,70,30.33276644
455,70,30.33276644
460,70,30.33276644
465,70,30.33276644
470,70,30.33276644
475,70,30.33276644
480,70,30.33276644
485,70,30.33276644
490,70,30.33276644
495,70,30.33276644
500,70,30.33276644
5,80,49.61545729402872
10,80,53.56890904509951
15,80,48.81441617742986
20,80,46.07193088205746
25,80,43.06398809523808
30,80,38.95039682539683
35,80,34.12003968253968
40,80,34.05257936507936
45,80,41.5049603174603
50,80,42.78918650793649
55,80,38.65376984126983
60,80,40.8611111111111
65,80,43.27480158730158
70,80,39.99652777777777
75,80,43.19444444444444
80,80,47.04365079365078
85,80,47.10069444444442
90,80,48.78968253968252
95,80,54.42261904761904
100,80,43.67013888888887
105,80,57.41517857142857
110,80,39.44146825396824
115,80,54.49950396825396
120,80,42.937499999999986
125,80,45.374999999999986
130,80,52.35863095238094
135,80,43.316468253968246
140,80,52.86458333333333
145,80,49.871527777777764
150,80,50.8611111111111
155,80,43.760912698412675
160,80,51.03472222222221
165,80,51.98263888888887
170,80,53.48263888888888
175,80,58.121527777777786
180,80,61.449900793650805
185,80,51.12202380952379
190,80,57.615575396825385
195,80,53.52430555555553
200,80,49.818452380952365
205,80,60.47470238095239
210,80,52.915178571428555
215,80,52.16369047619046
220,80,51.06994047619045
225,80,47.437003968253954
230,80,48.9017857142857
235,80,48.9017857142857
240,80,48.428075396825385
245,80,46.52926587301586
250,80,48.834325396825385
255,80,47.959325396825385
260,80,49.00099206349205
265,80,47.780753968253954
270,80,47.959325396825385
275,80,49.5565476190476
280,80,49.00099206349205
285,80,49.00099206349205
290,80,49.98511904761902
295,80,49.00099206349205
300,80,48.75099206349205
305,80,49.16765873015871
310,80,49.98511904761902
315,80,48.75099206349205
320,80,49.139880952380935
325,80,49.8065476190476
330,80,49.139880952380935
335,80,49.8065476190476
340,80,48.334325396825385
345,80,48.334325396825385
350,80,49.66765873015871
355,80,48.584325396825385
360,80,28.831845238095234
365,80,28.831845238095234
370,80,28.831845238095234
375,80,49.00099206349205
380,80,28.831845238095234
385,80,28.831845238095234
390,80,28.831845238095234
395,80,28.831845238095234
400,80,28.831845238095234
405,80,28.831845238095234
410,80,28.831845238095234
415,80,28.831845238095234
420,80,28.831845238095234
425,80,49.66765873015871
430,80,49.25099206349205
435,80,28.831845238095234
440,80,28.831845238095234
445,80,28.831845238095234
450,80,28.831845238095234
455,80,28.831845238095234
460,80,28.831845238095234
465,80,49.00099206349205
470,80,28.831845238095234
475,80,28.831845238095234
480,80,28.831845238095234
485,80,48.68849206349205
490,80,28.831845238095234
495,80,28.653273809523803
500,80,49.8065476190476
5,90,62.23544973544973
10,90,48.69166074389955
15,90,56.30148683946151
20,90,51.32889266817838
25,90,49.704688076781096
30,90,43.99768146959158
35,90,44.01807760141094
40,90,43.40652557319223
45,90,38.93298059964728
50,90,41.15784832451498
55,90,35.75264550264551
60,90,37.014991181657855
65,90,40.47398589065255
70,90,45.61375661375661
75,90,40.69179894179894
80,90,44.194885361552025
85,90,50.10317460317459
90,90,42.04761904761904
95,90,44.82804232804232
100,90,48.9585537918871
105,90,47.03880070546737
110,90,44.51014109347442
115,90,45.06305114638447
120,90,50.97707231040563
125,90,43.97663139329805
130,90,51.45855379188711
135,90,50.94797178130511
140,90,55.51851851851851
145,90,46.92548500881833
150,90,40.566578483245145
155,90,45.197530864197525
160,90,50.33862433862432
165,90,47.22795414462079
170,90,49.53659611992945
175,90,51.4916225749559
180,90,48.534832451499106
185,90,53.547178130511455
190,90,50.71384479717812
195,90,49.880511463844776
200,90,46.10626102292768
205,90,46.9916225749559
210,90,48.1089065255732
215,90,50.1953262786596
220,90,49.602733686067
225,90,49.04717813051145
230,90,48.908289241622555
235,90,47.45149911816577
240,90,50.05643738977071
245,90,50.48853615520281
250,90,49.65520282186947
255,90,49.65520282186947
260,90,50.21075837742503
265,90,50.334215167548486
270,90,50.334215167548486
275,90,49.96384479717811
280,90,49.6463844797178
285,90,47.65432098765431
290,90,49.74162257495589
295,90,50.111992945326264
300,90,48.313051146384474
305,90,48.749559082892404
310,90,48.749559082892404
315,90,50.111992945326264
320,90,48.59082892416225
325,90,49.55643738977071
330,90,50.111992945326264
335,90,49.46384479717811
340,90,47.850088183421505
345,90,48.035273368606695
350,90,48.194003527336854
355,90,47.850088183421505
360,90,49.46384479717811
365,90,49.30511463844796
370,90,49.46384479717811
375,90,50.111992945326264
380,90,48.00881834215167
385,90,49.49029982363314
390,90,49.834215167548486
395,90,49.67548500881833
400,90,49.834215167548486
405,90,49.67548500881833
410,90,49.67548500881833
415,90,49.11992945326277
420,90,49.11992945326277
425,90,49.11992945326277
430,90,49.953262786596106
435,90,28.94488536155203
440,90,48.10141093474426
445,90,48.10141093474426
450,90,49.67548500881833
455,90,28.94488536155203
460,90,28.94488536155203
465,90,28.94488536155203
470,90,28.94488536155203
475,90,28.94488536155203
480,90,28.94488536155203
485,90,28.94488536155203
490,90,28.94488536155203
495,90,28.94488536155203
500,90,28.94488536155203
5,100,66.80851063829788
10,100,58.13703703703703
15,100,51.646597336252505
20,100,52.17003105590064
25,100,43.467926689576174
30,100,46.718901846452866
35,100,42.88095238095238
40,100,43.486507936507934
45,100,48.96666666666666
50,100,47.48214285714286
55,100,46.751190476190466
60,100,46.99563492063491
65,100,48.58452380952379
70,100,48.09325396825397
75,100,44.58412698412696
80,100,47.07142857142856
85,100,48.43928571428571
90,100,48.69285714285712
95,100,47.03650793650792
100,100,49.060714285714276
105,100,52.65873015873015
110,100,47.87222222222222
115,100,48.33055555555555
120,100,47.22619047619046
125,100,46.19047619047617
130,100,45.9845238095238
135,100,48.55396825396824
140,100,48.262301587301565
145,100,58.501587301587286
150,100,49.188888888888876
155,100,52.31071428571427
160,100,57.47936507936508
165,100,47.868253968253946
170,100,47.60873015873013
175,100,53.036507936507924
180,100,51.79246031746031
185,100,52.25912698412697
190,100,48.837698412698394
195,100,49.523809523809504
200,100,49.50992063492062
205,100,48.22658730158729
210,100,48.026587301587284
215,100,49.49603174603173
220,100,49.343253968253954
225,100,49.91825396825396
230,100,49.91825396825396
235,100,50.218253968253954
240,100,50.01825396825396
245,100,49.818253968253956
250,100,50.51825396825396
255,100,50.01825396825396
260,100,48.95992063492063
265,100,49.85992063492063
270,100,48.95992063492063
275,100,48.45992063492063
280,100,49.48492063492063
285,100,49.98492063492063
290,100,49.159920634920624
295,100,49.48492063492063
300,100,49.48492063492063
305,100,49.35992063492063
310,100,49.21706349206348
315,100,45.82261904761902
320,100,45.20595238095236
325,100,49.818253968253956
330,100,50.88492063492062
335,100,49.818253968253956
340,100,50.51825396825396
345,100,50.01825396825396
350,100,50.01825396825396
355,100,50.51825396825396
360,100,50.51825396825396
365,100,51.027777777777764
370,100,50.88492063492062
375,100,50.88492063492062
380,100,50.184920634920616
385,100,51.027777777777764
390,100,51.027777777777764
395,100,51.027777777777764
400,100,51.027777777777764
405,100,51.027777777777764
410,100,51.027777777777764
415,100,51.027777777777764
420,100,51.027777777777764
425,100,51.027777777777764
430,100,51.027777777777764
435,100,51.027777777777764
440,100,50.82777777777776
445,100,50.82777777777776
450,100,48.63373015873015
455,100,50.82777777777776
460,100,48.80039682539681
465,100,51.027777777777764
470,100,29.763888888888886
475,100,29.763888888888886
480,100,29.513888888888886
485,100,50.527777777777764
490,100,29.513888888888886
495,100,49.78373015873015
500,100,29.513888888888886
505,100,29.513888888888886
510,100,29.513888888888886
515,100,49.78373015873015
520,100,29.513888888888886
525,100,29.513888888888886
530,100,29.513888888888886
535,100,29.513888888888886
540,100,29.513888888888886
545,100,50.194444444444436
550,100,50.194444444444436
555,100,29.513888888888886
560,100,29.513888888888886
565,100,51.027777777777764
570,100,29.513888888888886
575,100,29.513888888888886
580,100,29.513888888888886
585,100,29.513888888888886
590,100,29.513888888888886
595,100,29.513888888888886
600,100,29.513888888888886
605,100,29.513888888888886
610,100,29.513888888888886
615,100,29.513888888888886
620,100,29.513888888888886
625,100,29.513888888888886
630,100,29.513888888888886
635,100,29.513888888888886
640,100,29.513888888888886
645,100,29.513888888888886
650,100,29.513888888888886
655,100,29.513888888888886
660,100,29.513888888888886
665,100,29.513888888888886
670,100,29.513888888888886
675,100,29.513888888888886
680,100,29.513888888888886
685,100,29.513888888888886
690,100,29.513888888888886
695,100,29.763888888888886
700,100,29.513888888888886
705,100,29.513888888888886
710,100,29.513888888888886
715,100,29.513888888888886
720,100,29.513888888888886
725,100,29.513888888888886
730,100,29.513888888888886
735,100,29.513888888888886
740,100,29.513888888888886
745,100,29.513888888888886
750,100,29.513888888888886
755,100,29.513888888888886
760,100,29.513888888888886
765,100,29.513888888888886
770,100,29.513888888888886
775,100,29.513888888888886
780,100,29.513888888888886
785,100,29.513888888888886
790,100,29.513888888888886
795,100,29.513888888888886
800,100,29.513888888888886
805,100,29.513888888888886
810,100,29.513888888888886
815,100,29.513888888888886
820,100,29.513888888888886
825,100,29.513888888888886
830,100,29.513888888888886
835,100,29.513888888888886
840,100,29.513888888888886
845,100,29.513888888888886
850,100,29.513888888888886
855,100,29.513888888888886
860,100,29.513888888888886
865,100,29.513888888888886
870,100,29.513888888888886
875,100,29.513888888888886
880,100,29.513888888888886
885,100,29.513888888888886
890,100,29.513888888888886
895,100,29.513888888888886
900,100,29.513888888888886
905,100,29.513888888888886
910,100,29.513888888888886
915,100,29.513888888888886
920,100,29.513888888888886
925,100,29.513888888888886
930,100,29.513888888888886
935,100,29.513888888888886
940,100,29.513888888888886
945,100,29.513888888888886
950,100,29.513888888888886
955,100,29.513888888888886
960,100,29.513888888888886
965,100,29.513888888888886
970,100,29.513888888888886
975,100,29.513888888888886
980,100,29.513888888888886
985,100,29.513888888888886
990,100,29.513888888888886
995,100,29.513888888888886
1000,100,29.513888888888886
5,150,66.12325882734048
10,150,60.957049486461244
15,150,63.475260975260966
20,150,66.9509548611111
25,150,68.44508636788049
30,150,61.14763054980446
35,150,62.92166266986411
40,150,58.28774062816616
45,150,53.744020439225906
50,150,51.01136851136851
55,150,51.938052625972105
60,150,48.38465608465609
65,150,46.82724867724868
70,150,46.35873015873015
75,150,46.84867724867724
80,150,41.860317460317454
85,150,44.21455026455026
90,150,44.84126984126983
95,150,43.8058201058201
100,150,40.30793650793651
105,150,42.94629629629629
110,150,42.7915343915344
115,150,44.87248677248677
120,150,49.88306878306879
125,150,46.12169312169313
130,150,51.72169312169312
135,150,44.7047619047619
140,150,54.630952380952394
145,150,47.47222222222221
150,150,52.06746031746031
155,150,56.02169312169315
160,150,49.56481481481482
165,150,43.27539682539682
170,150,51.069576719576716
175,150,47.53148148148146
180,150,60.73571428571431
185,150,59.45158730158732
190,150,57.3989417989418
195,150,56.45555555555556
200,150,51.63386243386242
205,150,51.95079365079364
210,150,58.933333333333344
215,150,53.570105820105816
220,150,50.79444444444444
225,150,50.79100529100529
230,150,55.52724867724869
235,150,53.99126984126985
240,150,58.165873015873025
245,150,57.88703703703705
250,150,58.42962962962964
255,150,55.90502645502645
260,150,54.22962962962963
265,150,55.314550264550256
270,150,55.48121693121693
275,150,55.61455026455026
280,150,54.27407407407407
285,150,55.42645502645502
290,150,56.82169312169311
295,150,53.87566137566137
300,150,54.779365079365085
305,150,53.63333333333333
310,150,55.25343915343915
315,150,50.690740740740736
320,150,58.1042328042328
325,150,52.47407407407408
330,150,57.043121693121684
335,150,55.80608465608465
340,150,75.24417989417991
345,150,52.07777777777778
350,150,55.17010582010582
355,150,55.17010582010582
360,150,54.92566137566136
365,150,53.59523809523809
370,150,52.31375661375662
375,150,53.543386243386244
380,150,52.110052910052914
385,150,56.53968253968253
390,150,52.644444444444446
395,150,49.2899470899471
400,150,53.86296296296297
405,150,54.017460317460326
410,150,54.091534391534395
415,150,54.347089947089955
420,150,53.655555555555566
425,150,54.347089947089955
430,150,54.085185185185196
435,150,54.177777777777784
440,150,53.37777777777778
445,150,53.58518518518519
450,150,55.021164021164026
455,150,53.022222222222226
460,150,54.61375661375662
465,150,53.22962962962963
470,150,47.484920634920634
475,150,53.94708994708995
480,150,52.107407407407415
485,150,52.18148148148149
490,150,53.547089947089944
495,150,53.05820105820106
500,150,52.72222222222223
505,150,51.19470899470901
510,150,52.92962962962963
515,150,53.02486772486772
520,150,52.574074074074076
525,150,52.574074074074076
530,150,52.95079365079364
535,150,52.42592592592593
540,150,52.74338624338624
545,150,52.354497354497354
550,150,53.458201058201055
555,150,52.891534391534385
560,150,51.72486772486773
565,150,52.26190476190476
570,150,53.45079365079364
575,150,51.48042328042329
580,150,52.31746031746032
585,150,32.30687830687831
590,150,52.24338624338625
595,150,53.791534391534384
600,150,53.139682539682546
605,150,32.17354497354498
610,150,51.530687830687846
615,150,32.30687830687831
620,150,52.8063492063492
625,150,31.373544973544977
630,150,53.27301587301588
635,150,51.7973544973545
640,150,32.30687830687831
645,150,32.040211640211645
650,150,32.30687830687831
655,150,32.30687830687831
660,150,51.601851851851855
665,150,32.30687830687831
670,150,32.30687830687831
675,150,32.30687830687831
680,150,32.30687830687831
685,150,32.30687830687831
690,150,32.30687830687831
695,150,32.30687830687831
700,150,32.30687830687831
705,150,32.30687830687831
710,150,32.30687830687831
715,150,32.30687830687831
720,150,32.30687830687831
725,150,32.30687830687831
730,150,32.30687830687831
735,150,32.30687830687831
740,150,53.22116402116402
745,150,32.30687830687831
750,150,32.30687830687831
755,150,53.2952380952381
760,150,32.30687830687831
765,150,32.30687830687831
770,150,32.30687830687831
775,150,32.30687830687831
780,150,53.62857142857144
785,150,53.70264550264551
790,150,32.640211640211646
795,150,53.46190476190477
800,150,53.366666666666674
805,150,32.640211640211646
810,150,32.30687830687831
815,150,53.98412698412699
820,150,32.30687830687831
825,150,32.30687830687831
830,150,53.98412698412699
835,150,32.30687830687831
840,150,32.30687830687831
845,150,53.87301587301588
850,150,32.30687830687831
855,150,32.30687830687831
860,150,32.30687830687831
865,150,32.30687830687831
870,150,32.30687830687831
875,150,32.30687830687831
880,150,32.30687830687831
885,150,32.30687830687831
890,150,32.30687830687831
895,150,32.30687830687831
900,150,32.30687830687831
905,150,32.30687830687831
910,150,32.30687830687831
915,150,32.30687830687831
920,150,32.30687830687831
925,150,32.30687830687831
930,150,53.81375661375662
935,150,32.30687830687831
940,150,32.30687830687831
945,150,32.30687830687831
950,150,32.30687830687831
955,150,32.30687830687831
960,150,32.30687830687831
965,150,32.30687830687831
970,150,32.30687830687831
975,150,32.30687830687831
980,150,32.30687830687831
985,150,32.30687830687831
990,150,32.30687830687831
995,150,32.30687830687831
1000,150,32.30687830687831
