5,0.0,3
10,0.0,23
20,0.5,26
30,0.7333333333333333,16
40,0.725,14
50,0.96,14
60,0.9833333333333333,7
70,0.9857142857142858,13
80,0.975,9
90,0.9444444444444444,9
100,0.94,12
110,0.8727272727272727,12
120,0.8,12
130,0.8615384615384616,12
140,0.8357142857142857,12
150,0.84,12
160,0.8375,12
170,0.8352941176470589,12
180,0.85,12
190,0.8368421052631579,12
200,0.82,12
250,0.828,12
300,0.83,12
400,0.8875,2
500,0.892,2
600,0.925,2
700,0.9157142857142857,2
800,0.92375,2
900,0.9388888888888889,2
1000,0.941,2
